mid_pirce,Timestamp
38839000.0,2023-05-04 18:35:44
38845500.0,2023-05-04 18:35:45
38839500.0,2023-05-04 18:35:46
38840500.0,2023-05-04 18:35:47
38839000.0,2023-05-04 18:35:48
38840000.0,2023-05-04 18:35:49
38841500.0,2023-05-04 18:35:50
38841500.0,2023-05-04 18:35:52
38841000.0,2023-05-04 18:35:53
38841500.0,2023-05-04 18:35:54
38841000.0,2023-05-04 18:35:55
38842000.0,2023-05-04 18:35:56
38841500.0,2023-05-04 18:35:57
38842000.0,2023-05-04 18:35:58
38843000.0,2023-05-04 18:35:59
38843500.0,2023-05-04 18:36:00
38842000.0,2023-05-04 18:36:01
38841500.0,2023-05-04 18:36:02
38841500.0,2023-05-04 18:36:03
38841500.0,2023-05-04 18:36:05
38841000.0,2023-05-04 18:36:06
38841500.0,2023-05-04 18:36:07
38842000.0,2023-05-04 18:36:08
38852000.0,2023-05-04 18:36:09
38852500.0,2023-05-04 18:36:10
38846500.0,2023-05-04 18:36:11
38846500.0,2023-05-04 18:36:12
38846500.0,2023-05-04 18:36:13
38850500.0,2023-05-04 18:36:14
38846500.0,2023-05-04 18:36:15
38846500.0,2023-05-04 18:36:16
38846500.0,2023-05-04 18:36:18
38850000.0,2023-05-04 18:36:19
38850500.0,2023-05-04 18:36:20
38851000.0,2023-05-04 18:36:21
38851000.0,2023-05-04 18:36:22
38850500.0,2023-05-04 18:36:23
38851000.0,2023-05-04 18:36:24
38849500.0,2023-05-04 18:36:25
38850500.0,2023-05-04 18:36:26
38850000.0,2023-05-04 18:36:27
38849500.0,2023-05-04 18:36:28
38850000.0,2023-05-04 18:36:29
38850000.0,2023-05-04 18:36:31
38850500.0,2023-05-04 18:36:32
38850500.0,2023-05-04 18:36:33
38847500.0,2023-05-04 18:36:34
38847500.0,2023-05-04 18:36:35
38847500.0,2023-05-04 18:36:36
38847500.0,2023-05-04 18:36:37
38847500.0,2023-05-04 18:36:38
38847500.0,2023-05-04 18:36:39
38847500.0,2023-05-04 18:36:40
38847500.0,2023-05-04 18:36:41
38847500.0,2023-05-04 18:36:42
38847500.0,2023-05-04 18:36:44
38847500.0,2023-05-04 18:36:45
38847500.0,2023-05-04 18:36:46
38847500.0,2023-05-04 18:36:47
38848000.0,2023-05-04 18:36:48
38848000.0,2023-05-04 18:36:49
38848000.0,2023-05-04 18:36:50
38848000.0,2023-05-04 18:36:51
38848000.0,2023-05-04 18:36:52
38848000.0,2023-05-04 18:36:53
38848000.0,2023-05-04 18:36:54
38847500.0,2023-05-04 18:36:55
38848000.0,2023-05-04 18:36:57
38848000.0,2023-05-04 18:36:58
38848000.0,2023-05-04 18:36:59
38848000.0,2023-05-04 18:37:00
38848000.0,2023-05-04 18:37:01
38846500.0,2023-05-04 18:37:02
38846500.0,2023-05-04 18:37:03
38847000.0,2023-05-04 18:37:04
38846500.0,2023-05-04 18:37:05
38846500.0,2023-05-04 18:37:06
38846500.0,2023-05-04 18:37:07
38846500.0,2023-05-04 18:37:08
38846000.0,2023-05-04 18:37:10
38846000.0,2023-05-04 18:37:11
38846000.0,2023-05-04 18:37:12
38846000.0,2023-05-04 18:37:13
38846000.0,2023-05-04 18:37:14
38846000.0,2023-05-04 18:37:15
38846000.0,2023-05-04 18:37:16
38846000.0,2023-05-04 18:37:17
38846000.0,2023-05-04 18:37:18
38846000.0,2023-05-04 18:37:19
38846000.0,2023-05-04 18:37:20
38846000.0,2023-05-04 18:37:21
38846000.0,2023-05-04 18:37:23
38846000.0,2023-05-04 18:37:24
38846500.0,2023-05-04 18:37:25
38846500.0,2023-05-04 18:37:26
38846500.0,2023-05-04 18:37:27
38846500.0,2023-05-04 18:37:28
38846500.0,2023-05-04 18:37:29
38846500.0,2023-05-04 18:37:30
38846000.0,2023-05-04 18:37:31
38846000.0,2023-05-04 18:37:32
38846000.0,2023-05-04 18:37:33
38846000.0,2023-05-04 18:37:34
38845500.0,2023-05-04 18:37:36
38845500.0,2023-05-04 18:37:37
38845500.0,2023-05-04 18:37:38
38845500.0,2023-05-04 18:37:39
38845500.0,2023-05-04 18:37:40
38845500.0,2023-05-04 18:37:41
38845500.0,2023-05-04 18:37:42
38844500.0,2023-05-04 18:37:43
38844500.0,2023-05-04 18:37:44
38844500.0,2023-05-04 18:37:45
38846000.0,2023-05-04 18:37:46
38845500.0,2023-05-04 18:37:47
38845500.0,2023-05-04 18:37:49
38845500.0,2023-05-04 18:37:50
38845500.0,2023-05-04 18:37:51
38845500.0,2023-05-04 18:37:52
38845500.0,2023-05-04 18:37:53
38845500.0,2023-05-04 18:37:54
38845500.0,2023-05-04 18:37:55
38845500.0,2023-05-04 18:37:56
38845500.0,2023-05-04 18:37:57
38845500.0,2023-05-04 18:37:58
38845500.0,2023-05-04 18:37:59
38845500.0,2023-05-04 18:38:00
38845500.0,2023-05-04 18:38:02
38845000.0,2023-05-04 18:38:03
38845000.0,2023-05-04 18:38:04
38845000.0,2023-05-04 18:38:05
38844500.0,2023-05-04 18:38:06
38842500.0,2023-05-04 18:38:07
38842500.0,2023-05-04 18:38:08
38842500.0,2023-05-04 18:38:09
38842500.0,2023-05-04 18:38:10
38842500.0,2023-05-04 18:38:11
38842000.0,2023-05-04 18:38:12
38842000.0,2023-05-04 18:38:14
38842000.0,2023-05-04 18:38:15
38841500.0,2023-05-04 18:38:16
38841500.0,2023-05-04 18:38:17
38842000.0,2023-05-04 18:38:18
38842000.0,2023-05-04 18:38:19
38842000.0,2023-05-04 18:38:20
38842000.0,2023-05-04 18:38:21
38842000.0,2023-05-04 18:38:22
38841500.0,2023-05-04 18:38:23
38840500.0,2023-05-04 18:38:24
38840500.0,2023-05-04 18:38:25
38840500.0,2023-05-04 18:38:27
38840000.0,2023-05-04 18:38:28
38842000.0,2023-05-04 18:38:29
38842000.0,2023-05-04 18:38:30
38843500.0,2023-05-04 18:38:31
38843500.0,2023-05-04 18:38:32
38843500.0,2023-05-04 18:38:33
38843500.0,2023-05-04 18:38:34
38842000.0,2023-05-04 18:38:35
38842000.0,2023-05-04 18:38:36
38842000.0,2023-05-04 18:38:37
38842000.0,2023-05-04 18:38:38
38842000.0,2023-05-04 18:38:40
38842000.0,2023-05-04 18:38:41
38841500.0,2023-05-04 18:38:42
38841500.0,2023-05-04 18:38:43
38841500.0,2023-05-04 18:38:44
38841500.0,2023-05-04 18:38:45
38841500.0,2023-05-04 18:38:46
38841500.0,2023-05-04 18:38:47
38841500.0,2023-05-04 18:38:48
38841500.0,2023-05-04 18:38:49
38841500.0,2023-05-04 18:38:50
38841500.0,2023-05-04 18:38:51
38841500.0,2023-05-04 18:38:53
38841500.0,2023-05-04 18:38:54
38841500.0,2023-05-04 18:38:55
38841500.0,2023-05-04 18:38:56
38842000.0,2023-05-04 18:38:57
38842000.0,2023-05-04 18:38:58
38842000.0,2023-05-04 18:38:59
38842000.0,2023-05-04 18:39:00
38842000.0,2023-05-04 18:39:01
38842000.0,2023-05-04 18:39:02
38842000.0,2023-05-04 18:39:03
38842000.0,2023-05-04 18:39:05
38842000.0,2023-05-04 18:39:06
38842000.0,2023-05-04 18:39:07
38842000.0,2023-05-04 18:39:08
38842000.0,2023-05-04 18:39:09
38842000.0,2023-05-04 18:39:10
38842000.0,2023-05-04 18:39:11
38842000.0,2023-05-04 18:39:12
38842000.0,2023-05-04 18:39:13
38842000.0,2023-05-04 18:39:14
38841500.0,2023-05-04 18:39:15
38841500.0,2023-05-04 18:39:16
38841500.0,2023-05-04 18:39:17
38841500.0,2023-05-04 18:39:19
38841500.0,2023-05-04 18:39:20
38841500.0,2023-05-04 18:39:21
38841000.0,2023-05-04 18:39:22
38841000.0,2023-05-04 18:39:23
38841000.0,2023-05-04 18:39:24
38841000.0,2023-05-04 18:39:25
38840000.0,2023-05-04 18:39:26
38840000.0,2023-05-04 18:39:27
38841000.0,2023-05-04 18:39:28
38841000.0,2023-05-04 18:39:29
38841000.0,2023-05-04 18:39:30
38841000.0,2023-05-04 18:39:31
38841000.0,2023-05-04 18:39:33
38841000.0,2023-05-04 18:39:34
38841000.0,2023-05-04 18:39:35
38839500.0,2023-05-04 18:39:36
38842500.0,2023-05-04 18:39:37
38841000.0,2023-05-04 18:39:38
38839500.0,2023-05-04 18:39:39
38839500.0,2023-05-04 18:39:40
38839500.0,2023-05-04 18:39:41
38839500.0,2023-05-04 18:39:42
38839500.0,2023-05-04 18:39:43
38839500.0,2023-05-04 18:39:44
38840000.0,2023-05-04 18:39:46
38840000.0,2023-05-04 18:39:47
38840000.0,2023-05-04 18:39:48
38840000.0,2023-05-04 18:39:49
38840000.0,2023-05-04 18:39:50
38840000.0,2023-05-04 18:39:51
38840000.0,2023-05-04 18:39:52
38840000.0,2023-05-04 18:39:53
38840000.0,2023-05-04 18:39:54
38840000.0,2023-05-04 18:39:55
38840000.0,2023-05-04 18:39:56
38840000.0,2023-05-04 18:39:57
38840000.0,2023-05-04 18:39:59
38840000.0,2023-05-04 18:40:00
38840000.0,2023-05-04 18:40:01
38839500.0,2023-05-04 18:40:02
38839500.0,2023-05-04 18:40:03
38839500.0,2023-05-04 18:40:04
38839500.0,2023-05-04 18:40:05
38839500.0,2023-05-04 18:40:06
38839500.0,2023-05-04 18:40:07
38839500.0,2023-05-04 18:40:08
38839500.0,2023-05-04 18:40:09
38839500.0,2023-05-04 18:40:10
38839500.0,2023-05-04 18:40:11
38839500.0,2023-05-04 18:40:13
38839500.0,2023-05-04 18:40:14
38839500.0,2023-05-04 18:40:15
38839500.0,2023-05-04 18:40:16
38839500.0,2023-05-04 18:40:17
38839000.0,2023-05-04 18:40:18
38839000.0,2023-05-04 18:40:19
38839000.0,2023-05-04 18:40:20
38839000.0,2023-05-04 18:40:21
38839000.0,2023-05-04 18:40:22
38839000.0,2023-05-04 18:40:23
38839000.0,2023-05-04 18:40:24
38839000.0,2023-05-04 18:40:26
38839000.0,2023-05-04 18:40:27
38839000.0,2023-05-04 18:40:28
38839000.0,2023-05-04 18:40:29
38839000.0,2023-05-04 18:40:30
38839000.0,2023-05-04 18:40:31
38839000.0,2023-05-04 18:40:32
38839000.0,2023-05-04 18:40:33
38839000.0,2023-05-04 18:40:34
38839000.0,2023-05-04 18:40:35
38839000.0,2023-05-04 18:40:36
38839000.0,2023-05-04 18:40:38
38839000.0,2023-05-04 18:40:39
38839000.0,2023-05-04 18:40:40
38839000.0,2023-05-04 18:40:41
38839000.0,2023-05-04 18:40:42
38839000.0,2023-05-04 18:40:43
38839000.0,2023-05-04 18:40:44
38839000.0,2023-05-04 18:40:45
38839000.0,2023-05-04 18:40:46
38839000.0,2023-05-04 18:40:47
38839000.0,2023-05-04 18:40:48
38839000.0,2023-05-04 18:40:49
38839000.0,2023-05-04 18:40:51
38839000.0,2023-05-04 18:40:52
38839000.0,2023-05-04 18:40:53
38839000.0,2023-05-04 18:40:54
38839000.0,2023-05-04 18:40:55
38839000.0,2023-05-04 18:40:56
38839000.0,2023-05-04 18:40:57
38839000.0,2023-05-04 18:40:58
38838500.0,2023-05-04 18:40:59
38838500.0,2023-05-04 18:41:00
38838500.0,2023-05-04 18:41:01
38838500.0,2023-05-04 18:41:02
38838500.0,2023-05-04 18:41:04
38838500.0,2023-05-04 18:41:05
38838500.0,2023-05-04 18:41:06
38838500.0,2023-05-04 18:41:07
38838500.0,2023-05-04 18:41:08
38838500.0,2023-05-04 18:41:09
38838500.0,2023-05-04 18:41:10
38838500.0,2023-05-04 18:41:11
38838500.0,2023-05-04 18:41:12
38838500.0,2023-05-04 18:41:13
38838500.0,2023-05-04 18:41:14
38838500.0,2023-05-04 18:41:15
38838500.0,2023-05-04 18:41:17
38838500.0,2023-05-04 18:41:18
38838500.0,2023-05-04 18:41:19
38838500.0,2023-05-04 18:41:20
38838500.0,2023-05-04 18:41:21
38838500.0,2023-05-04 18:41:22
38838500.0,2023-05-04 18:41:23
38838500.0,2023-05-04 18:41:24
38838500.0,2023-05-04 18:41:25
38838500.0,2023-05-04 18:41:26
38838500.0,2023-05-04 18:41:27
38838500.0,2023-05-04 18:41:29
38838500.0,2023-05-04 18:41:30
38838500.0,2023-05-04 18:41:31
38838500.0,2023-05-04 18:41:32
38838500.0,2023-05-04 18:41:33
38838500.0,2023-05-04 18:41:34
38838500.0,2023-05-04 18:41:35
38838500.0,2023-05-04 18:41:36
38838500.0,2023-05-04 18:41:37
38838500.0,2023-05-04 18:41:38
38838500.0,2023-05-04 18:41:39
38838000.0,2023-05-04 18:41:40
38838000.0,2023-05-04 18:41:42
38838000.0,2023-05-04 18:41:43
38838000.0,2023-05-04 18:41:44
38836500.0,2023-05-04 18:41:45
38837000.0,2023-05-04 18:41:46
38837000.0,2023-05-04 18:41:47
38836000.0,2023-05-04 18:41:48
38836000.0,2023-05-04 18:41:49
38838000.0,2023-05-04 18:41:50
38838000.0,2023-05-04 18:41:51
38838000.0,2023-05-04 18:41:52
38838000.0,2023-05-04 18:41:53
38838000.0,2023-05-04 18:41:54
38838000.0,2023-05-04 18:41:56
38838000.0,2023-05-04 18:41:57
38837500.0,2023-05-04 18:41:58
38837500.0,2023-05-04 18:41:59
38837500.0,2023-05-04 18:42:00
38837500.0,2023-05-04 18:42:01
38837500.0,2023-05-04 18:42:02
38837500.0,2023-05-04 18:42:03
38837500.0,2023-05-04 18:42:04
38837000.0,2023-05-04 18:42:05
38837000.0,2023-05-04 18:42:06
38837500.0,2023-05-04 18:42:08
38837500.0,2023-05-04 18:42:09
38839000.0,2023-05-04 18:42:10
38839000.0,2023-05-04 18:42:11
38839000.0,2023-05-04 18:42:12
38839000.0,2023-05-04 18:42:13
38839000.0,2023-05-04 18:42:14
38838500.0,2023-05-04 18:42:15
38839000.0,2023-05-04 18:42:16
38839000.0,2023-05-04 18:42:17
38839000.0,2023-05-04 18:42:18
38839000.0,2023-05-04 18:42:19
38839000.0,2023-05-04 18:42:21
38839000.0,2023-05-04 18:42:22
38839000.0,2023-05-04 18:42:23
38839000.0,2023-05-04 18:42:24
38839000.0,2023-05-04 18:42:25
38839000.0,2023-05-04 18:42:26
38839000.0,2023-05-04 18:42:27
38839000.0,2023-05-04 18:42:28
38839000.0,2023-05-04 18:42:29
38842000.0,2023-05-04 18:42:30
38844500.0,2023-05-04 18:42:31
38844000.0,2023-05-04 18:42:32
38844000.0,2023-05-04 18:42:34
38844000.0,2023-05-04 18:42:35
38842500.0,2023-05-04 18:42:36
38842500.0,2023-05-04 18:42:37
38842500.0,2023-05-04 18:42:38
38842500.0,2023-05-04 18:42:39
38842500.0,2023-05-04 18:42:40
38842500.0,2023-05-04 18:42:41
38842500.0,2023-05-04 18:42:42
38842500.0,2023-05-04 18:42:43
38842500.0,2023-05-04 18:42:44
38842500.0,2023-05-04 18:42:45
38842500.0,2023-05-04 18:42:47
38842500.0,2023-05-04 18:42:48
38842500.0,2023-05-04 18:42:49
38842500.0,2023-05-04 18:42:50
38842000.0,2023-05-04 18:42:51
38842000.0,2023-05-04 18:42:52
38843000.0,2023-05-04 18:42:53
38843000.0,2023-05-04 18:42:54
38843000.0,2023-05-04 18:42:55
38843000.0,2023-05-04 18:42:56
38844500.0,2023-05-04 18:42:57
38844500.0,2023-05-04 18:42:59
38844500.0,2023-05-04 18:43:00
38844500.0,2023-05-04 18:43:01
38844500.0,2023-05-04 18:43:02
38843500.0,2023-05-04 18:43:03
38843500.0,2023-05-04 18:43:04
38845000.0,2023-05-04 18:43:05
38845000.0,2023-05-04 18:43:06
38845000.0,2023-05-04 18:43:07
38845000.0,2023-05-04 18:43:08
38845000.0,2023-05-04 18:43:09
38845000.0,2023-05-04 18:43:10
38845000.0,2023-05-04 18:43:12
38845000.0,2023-05-04 18:43:13
38845000.0,2023-05-04 18:43:14
38845000.0,2023-05-04 18:43:15
38845000.0,2023-05-04 18:43:16
38843500.0,2023-05-04 18:43:17
38843500.0,2023-05-04 18:43:18
38843500.0,2023-05-04 18:43:19
38843500.0,2023-05-04 18:43:20
38842500.0,2023-05-04 18:43:21
38842500.0,2023-05-04 18:43:22
38842500.0,2023-05-04 18:43:23
38842500.0,2023-05-04 18:43:25
38842500.0,2023-05-04 18:43:26
38842500.0,2023-05-04 18:43:27
38843000.0,2023-05-04 18:43:28
38843000.0,2023-05-04 18:43:29
38843000.0,2023-05-04 18:43:30
38843000.0,2023-05-04 18:43:31
38843000.0,2023-05-04 18:43:32
38843000.0,2023-05-04 18:43:33
38843000.0,2023-05-04 18:43:34
38843000.0,2023-05-04 18:43:35
38843000.0,2023-05-04 18:43:36
38844000.0,2023-05-04 18:43:38
38844000.0,2023-05-04 18:43:39
38842000.0,2023-05-04 18:43:40
38842000.0,2023-05-04 18:43:41
38842000.0,2023-05-04 18:43:42
38842000.0,2023-05-04 18:43:43
38842000.0,2023-05-04 18:43:44
38830000.0,2023-05-04 18:43:45
38829000.0,2023-05-04 18:43:46
38830500.0,2023-05-04 18:43:47
38831500.0,2023-05-04 18:43:48
38832000.0,2023-05-04 18:43:50
38833500.0,2023-05-04 18:43:51
38830500.0,2023-05-04 18:43:52
38833500.0,2023-05-04 18:43:53
38831000.0,2023-05-04 18:43:54
38831500.0,2023-05-04 18:43:55
38831500.0,2023-05-04 18:43:56
38830000.0,2023-05-04 18:43:57
38829000.0,2023-05-04 18:43:58
38831000.0,2023-05-04 18:43:59
38831500.0,2023-05-04 18:44:00
38830000.0,2023-05-04 18:44:02
38831500.0,2023-05-04 18:44:03
38830000.0,2023-05-04 18:44:04
38830500.0,2023-05-04 18:44:05
38830000.0,2023-05-04 18:44:06
38831000.0,2023-05-04 18:44:07
38829500.0,2023-05-04 18:44:08
38833500.0,2023-05-04 18:44:09
38833000.0,2023-05-04 18:44:10
38833000.0,2023-05-04 18:44:11
38832000.0,2023-05-04 18:44:12
38832000.0,2023-05-04 18:44:13
38831000.0,2023-05-04 18:44:15
38832000.0,2023-05-04 18:44:16
38831500.0,2023-05-04 18:44:17
38833500.0,2023-05-04 18:44:18
38830000.0,2023-05-04 18:44:19
38831000.0,2023-05-04 18:44:20
38830000.0,2023-05-04 18:44:21
38831000.0,2023-05-04 18:44:22
38829500.0,2023-05-04 18:44:23
38829000.0,2023-05-04 18:44:24
38829500.0,2023-05-04 18:44:25
38829500.0,2023-05-04 18:44:26
38830000.0,2023-05-04 18:44:28
38830500.0,2023-05-04 18:44:29
38830500.0,2023-05-04 18:44:30
38830500.0,2023-05-04 18:44:31
38832000.0,2023-05-04 18:44:32
38830500.0,2023-05-04 18:44:33
38831000.0,2023-05-04 18:44:34
38830500.0,2023-05-04 18:44:35
38831500.0,2023-05-04 18:44:36
38830500.0,2023-05-04 18:44:37
38832000.0,2023-05-04 18:44:38
38830500.0,2023-05-04 18:44:40
38830000.0,2023-05-04 18:44:41
38830000.0,2023-05-04 18:44:42
38828500.0,2023-05-04 18:44:43
38828500.0,2023-05-04 18:44:44
38828500.0,2023-05-04 18:44:45
38828500.0,2023-05-04 18:44:46
38826000.0,2023-05-04 18:44:47
38826000.0,2023-05-04 18:44:48
38823000.0,2023-05-04 18:44:49
38822500.0,2023-05-04 18:44:50
38822500.0,2023-05-04 18:44:51
38822500.0,2023-05-04 18:44:53
38821000.0,2023-05-04 18:44:54
38821000.0,2023-05-04 18:44:55
38821000.0,2023-05-04 18:44:56
38821000.0,2023-05-04 18:44:57
38821000.0,2023-05-04 18:44:58
38821000.0,2023-05-04 18:44:59
38821000.0,2023-05-04 18:45:00
38821000.0,2023-05-04 18:45:01
38821000.0,2023-05-04 18:45:02
38814000.0,2023-05-04 18:45:03
38814000.0,2023-05-04 18:45:05
38821000.0,2023-05-04 18:45:06
38821000.0,2023-05-04 18:45:07
38821000.0,2023-05-04 18:45:08
38813500.0,2023-05-04 18:45:09
38813500.0,2023-05-04 18:45:10
38813500.0,2023-05-04 18:45:11
38803000.0,2023-05-04 18:45:12
38803000.0,2023-05-04 18:45:13
38813500.0,2023-05-04 18:45:14
38813500.0,2023-05-04 18:45:15
38813500.0,2023-05-04 18:45:17
38803000.0,2023-05-04 18:45:18
38803000.0,2023-05-04 18:45:19
38803000.0,2023-05-04 18:45:20
38803000.0,2023-05-04 18:45:21
38803000.0,2023-05-04 18:45:22
38803000.0,2023-05-04 18:45:23
38803000.0,2023-05-04 18:45:24
38803000.0,2023-05-04 18:45:25
38813500.0,2023-05-04 18:45:26
38813500.0,2023-05-04 18:45:27
38813500.0,2023-05-04 18:45:28
38803000.0,2023-05-04 18:45:30
38803000.0,2023-05-04 18:45:31
38803000.0,2023-05-04 18:45:32
38803000.0,2023-05-04 18:45:33
38803000.0,2023-05-04 18:45:34
38803000.0,2023-05-04 18:45:35
38803000.0,2023-05-04 18:45:36
38803000.0,2023-05-04 18:45:37
38813500.0,2023-05-04 18:45:38
38813000.0,2023-05-04 18:45:39
38803000.0,2023-05-04 18:45:40
38803000.0,2023-05-04 18:45:42
38803000.0,2023-05-04 18:45:43
38803000.0,2023-05-04 18:45:44
38803000.0,2023-05-04 18:45:45
38803000.0,2023-05-04 18:45:46
38803000.0,2023-05-04 18:45:47
38803000.0,2023-05-04 18:45:48
38803500.0,2023-05-04 18:45:49
38803500.0,2023-05-04 18:45:50
38803500.0,2023-05-04 18:45:51
38803500.0,2023-05-04 18:45:52
38803500.0,2023-05-04 18:45:54
38803500.0,2023-05-04 18:45:55
38803500.0,2023-05-04 18:45:56
38803000.0,2023-05-04 18:45:57
38803000.0,2023-05-04 18:45:58
38829000.0,2023-05-04 18:45:59
38825000.0,2023-05-04 18:46:00
38825500.0,2023-05-04 18:46:01
38826000.0,2023-05-04 18:46:02
38828000.0,2023-05-04 18:46:03
38828500.0,2023-05-04 18:46:04
38826000.0,2023-05-04 18:46:06
38826500.0,2023-05-04 18:46:07
38826000.0,2023-05-04 18:46:08
38826000.0,2023-05-04 18:46:09
38821000.0,2023-05-04 18:46:10
38821000.0,2023-05-04 18:46:11
38821000.0,2023-05-04 18:46:12
38821000.0,2023-05-04 18:46:13
38821000.0,2023-05-04 18:46:14
38821000.0,2023-05-04 18:46:15
